Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
279163644	RefSeq	NC_070772.1	25039	27384	+	YP_010649714.1	tail fiber protein	Vibrio phage Seahorse		GCF_011044445.1
279163644	INSDC	MN512538.1	25039	27384	+	QGF21011.1	tail tubular protein	Vibrio phage Seahorse		GCA_011044445.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
220290383	INSDC	MK170447.1	25315	27666	+	AZF89914.1	hypothetical protein	Methanosarcina virus MetMV		GCA_009667725.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
464951861	INSDC	BK057331.1	2957	5314	+	DAR38304.1	acetyltransferase	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
92545874	INSDC	LJCX01000030.1	174755	177109	+	KPI24660.1	Collagen triple helix repeat-containing protein	Actinobacteria bacterium OV320	OV320	GCA_001298545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
150099717	RefSeq	NZ_MJKL01000008.1	10759	13149	-	WP_086307198.1	PD-(D/E)XK nuclease family protein	Campylobacter devanensis	P0111	GCF_002139615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
232596839	INSDC	SEBU01000003.1	65625	67892	+	RYY74740.1	ATP-dependent DNA helicase	Gammaproteobacteria bacterium		GCA_004173475.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
908444054	RefSeq	NZ_JBHSYT010000001.1	1676993	1679254	+	WP_377690702.1	helicase C-terminal domain-containing protein	Pseudobowmanella zhangzhouensis	CGMCC 1.15741	GCF_042662545.1
908444054	INSDC	JBHSYT010000001.1	1676993	1679254	+	MFC7001649.1	helicase C-terminal domain-containing protein	Pseudobowmanella zhangzhouensis	CGMCC 1.15741	GCA_042662545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
86624072	RefSeq	NC_028760.1	29027	31297	-	YP_009195383.1	tail protein	Klebsiella phage KLPN1		GCF_001500515.1
86624072	INSDC	KR262148.1	29027	31297	-	AKS10682.1	hypothetical protein	Klebsiella phage KLPN1		GCA_001500515.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
249560437	RefSeq	NC_048190.1	69743	72019	+	YP_009823136.1	hypothetical protein	Rheinheimera phage vB_RspM_Barba19A		GCF_005568375.1
249560437	INSDC	MK719730.1	69743	72019	+	QCQ61963.1	hypothetical protein	Rheinheimera phage vB_RspM_Barba19A		GCA_005568375.1
249560437	INSDC	MK719750.1	69752	72028	+	QCQ64713.1	hypothetical protein	Rheinheimera phage vB_RspM_Barba31A		GCA_005574315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
333154294	INSDC	JABXHP010000193.1	1163	3415	-	NVK01425.1	ATP-dependent DNA helicase	Oceanospirillaceae bacterium		GCA_013373575.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
154827315	RefSeq	NC_042006.1	35273	37522	+	YP_009610482.1	tail fiber protein	Acinetobacter phage vB_ApiP_P1		GCF_002627145.1
154827315	INSDC	MF033350.1	35273	37522	+	ASN73504.1	tailspike protein	Acinetobacter phage vB_ApiP_P1		GCA_002627145.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
353584397	RefSeq	NZ_CATZKA010000003.1	19515	21779	-	WP_186927278.1	glycosyl hydrolase family 28 protein	Bacteroides finegoldii		GCF_958420655.1
353584397	RefSeq	NZ_JACOOB010000015.1	18550	20814	-	WP_186927278.1	glycosyl hydrolase family 28 protein	Bacteroides sp. NSJ-39	NSJ-39	GCF_014287315.1
353584397	RefSeq	NZ_JBCJED010000020.1	56854	59118	-	WP_186927278.1	glycosyl hydrolase family 28 protein	Bacteroides finegoldii	2227st1_H11_2227SCRN_220401	GCF_039065325.1
353584397	RefSeq	NZ_JBCJEE010000008.1	95099	97363	+	WP_186927278.1	glycosyl hydrolase family 28 protein	Bacteroides finegoldii	2227st1_F2_2227SCRN_220401	GCF_039065535.1
353584397	RefSeq	NZ_JBCJEF010000006.1	95099	97363	+	WP_186927278.1	glycosyl hydrolase family 28 protein	Bacteroides finegoldii	2227st1_B4_2227SCRN_220401	GCF_039065475.1
353584397	INSDC	JACOOB010000015.1	18550	20814	-	MBC5588813.1	family 43 glycosylhydrolase	Bacteroides sp. NSJ-39	NSJ-39	GCA_014287315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
31102491	RefSeq	NC_018868.3	3310719	3312980	+	WP_015048332.1	helicase C-terminal domain-containing protein	Simiduia agarivorans SA1 = DSM 21679	SA1 = DSM 21679	GCF_000305785.2
31102491	RefSeq	NZ_ATUQ01000010.1	88747	91008	-	WP_015048332.1	helicase C-terminal domain-containing protein	Simiduia agarivorans SA1 = DSM 21679	DSM 21679	GCF_000420285.1
31102491	INSDC	CP003746.2	3310719	3312980	+	AFV00180.1	DinG family ATP-dependent helicase	Simiduia agarivorans SA1 = DSM 21679	SA1 = DSM 21679	GCA_000305785.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
161266050	RefSeq	NC_047847.1	8035	10293	+	YP_009791915.1	tail fiber protein	Shigella phage Sd1		GCF_002628865.1
161266050	INSDC	MF158042.1	8035	10293	+	ATE86083.1	putative structural protein	Shigella phage Sd1		GCA_002628865.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
279351881	RefSeq	NZ_CP045871.1	1151187	1153445	-	WP_153713640.1	ATP-dependent DNA helicase	Litorivicinus lipolyticus	IMCC 1097	GCF_009650135.1
279351881	INSDC	CP045871.1	1151187	1153445	-	QGG80136.1	ATP-dependent DNA helicase	Litorivicinus lipolyticus	IMCC 1097	GCA_009650135.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
485784965	INSDC	MZ868724.1	34863	37145	+	UAW09804.1	tailspike protein	Acinetobacter phage APK09		GCA_020491485.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
235704119	INSDC	SCRD01000025.1	105589	107895	+	TAM79180.1	carboxypeptidase regulatory-like domain-containing protein	Acidobacteriota bacterium		GCA_004298155.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
173395269	RefSeq	NC_047901.1	31546	33852	+	YP_009796379.1	tail fiber protein	Klebsiella phage Menlow		GCF_002957485.1
173395269	INSDC	MG428990.1	31546	33852	+	AUG87749.1	tail spike protein	Klebsiella phage Menlow		GCA_002957485.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
159442618	RefSeq	NC_049415.1	7108	9420	+	YP_009878784.1	neck passage structure	Lactococcus phage 96603		GCF_003389495.1
159442618	INSDC	MF448572.1	7108	9420	+	ASZ71004.1	neck passage structure	Lactococcus phage 96603		GCA_003389495.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
68042145	RefSeq	NC_027399.1	341980	344283	+	YP_010843566.1	tail protein	Klebsiella phage K64-1		GCF_001041755.1
68042145	Swiss-Prot	N/A				A0A0A8J9B0.1	Depolymerase, capsule K30/K69-specific	Klebsiella phage K64-1		
68042145	INSDC	AB897757.1	341980	344283	+	BAQ02843.1	putative structural protein	Klebsiella phage K64-1		GCA_001041755.1
68042145	INSDC	LC121105.1	1	2304	+	BAW85699.1	pectate lyase	Klebsiella phage K64-1		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
176252214	INSDC	MG592414.1	26813	29098	+	AUR82955.1	parallel beta-helix repeat protein	Vibrio phage 1.030.O._10N.222.55.F9		GCA_003926595.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
127020937	RefSeq	NZ_FOXB01000015.1	16062	18344	-	WP_092912231.1	PD-(D/E)XK nuclease family protein	Hydrogenimonas thermophila	EP1-55-1	GCF_900115615.1
127020937	INSDC	FOXB01000015.1	16062	18344	-	SFP32603.1	Inactivated superfamily I helicase	Hydrogenimonas thermophila	EP1-55-1	GCA_900115615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
148396251	RefSeq	NC_047825.1	20349	22646	-	YP_009790378.1	tail fiber protein	Klebsiella phage KOX1		GCF_002621285.1
148396251	INSDC	KY780482.1	20349	22646	-	ARM70347.1	hypothetical protein	Klebsiella phage KOX1		GCA_002621285.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
176262696	INSDC	MG592622.1	30438	32741	+	AUR98890.1	coil containing protein	Vibrio phage 1.256.O._10N.286.45.F8		GCA_003930495.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
377370732	RefSeq	NC_049496.1	94949	97237	-	YP_009966640.1	tail fiber protein	Salmonella phage Se-G		GCF_010701345.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
294982191	RefSeq	NZ_RCYZ01000004.1	413194	415116	+	WP_161599525.1	right-handed parallel beta-helix repeat-containing protein	Hymenobacter nivis	S9.2P	GCF_006439025.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321580408	INSDC	LR796372.1	29890	31815	+	CAB4140681.1	Pectate lyase superfamily protein	uncultured Caudovirales phage		GCA_902985405.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
168228231	INSDC	PCBX01000061.1	6537	8459	-	MBV28935.1	double-strand break repair helicase AddA	Rhodospirillaceae bacterium		GCA_002731475.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
231189024	RefSeq	NZ_SBLB01000003.1	431358	433289	+	WP_129601851.1	right-handed parallel beta-helix repeat-containing protein	Spirosoma sordidisoli	TY50	GCF_004138325.1
231189024	INSDC	SBLB01000003.1	431358	433289	+	RYC69630.1	right-handed parallel beta-helix repeat-containing protein	Spirosoma sordidisoli	TY50	GCA_004138325.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
347119676	RefSeq	NZ_CP058555.1	2262689	2264626	-	WP_182332432.1	right-handed parallel beta-helix repeat-containing protein	Sphingobacterium paramultivorum	BIGb0170	GCF_014109745.1
347119676	RefSeq	NZ_CP142424.1	2262689	2264626	-	WP_182332432.1	right-handed parallel beta-helix repeat-containing protein	Sphingobacterium paramultivorum	BIGb0170	GCF_035974215.1
347119676	INSDC	CP058555.1	2262689	2264626	-	QMV67943.1	hypothetical protein	Sphingobacterium paramultivorum	BIGb0170	GCA_014109745.1
347119676	INSDC	CP142424.1	2262689	2264626	-	WSO16843.1	glycosyl hydrolase family 28-related protein	Sphingobacterium paramultivorum	BIGb0170	GCA_035974215.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
166106183	INSDC	PAKY01000016.1	22419	24353	-	MAY73567.1	hypothetical protein	Phycisphaerae bacterium		GCA_002706885.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321579370	INSDC	LR796354.1	35007	36941	+	CAB4139499.1	Pectate lyase superfamily protein	uncultured Caudovirales phage		GCA_902985225.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
261523273	INSDC	MK892630.1	11696	13618	+	QDP54159.1	putative right handed beta helix region protein	Prokaryotic dsDNA virus sp.		GCA_009654675.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
318319853	INSDC	MT104474.1	18413	20323	+	QJD55177.1	putative tail protein	Pseudomonas phage MR14		GCA_013112155.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
169496407	RefSeq	NC_070873.1	61683	63590	-	YP_010659925.1	tail spike protein	Escherichia phage St11Ph5		GCF_002956185.1
169496407	INSDC	MG208881.1	61683	63590	-	ATS92539.1	tail fiber protein	Escherichia phage St11Ph5		GCA_002956185.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
318324215	INSDC	MT310894.1	38215	40122	-	QJD53280.1	hypothetical protein	Microbacterium phage Tempo		GCA_012934315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
170408226	INSDC	MG269973.1	30361	32280	-	ATW62247.1	pectate lyase superfamily domain protein	TM7 phage DolZOral124_53_65		GCA_002957265.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
4086711	RefSeq	NC_007091.3	314532	316475	-	XP_637213.1	hypothetical protein	Dictyostelium discoideum AX4	AX4	GCF_000004695.1
4086711	RefSeq	XM_632121.1	1	1944	+	XP_637213.1	hypothetical protein	Dictyostelium discoideum AX4	AX4	
4086711	INSDC	AAFI02000101.1	30421	32364	-	EAL63704.1	hypothetical protein	Dictyostelium discoideum AX4	AX4	GCA_000004695.1
4086711	INSDC	CM000154.2	314532	316475	-	EAL63704.1	hypothetical protein	Dictyostelium discoideum AX4	AX4	GCA_000004695.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
346831235	INSDC	MT499896.1	67848	69809	+	QMV34172.1	tail spike receptor binding protein	Salmonella phage vB_SentM_sal1		GCA_018726465.1
346831235	INSDC	ON809763.1	147316	149277	+	WDS51313.1	tail spike protein	Salmonella phage SeF3a		GCA_028974315.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
276765698	INSDC	MN453779.2	152768	154732	-	QFR59293.1	putative pectin lyase	Aeromonas phage PS2		GCA_009388305.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
348802346	RefSeq	NZ_CP050301.1	3180795	3182759	-	WP_188343503.1	hypothetical protein	Phyllobacterium sp. 628	628	GCF_014189505.1
348802346	INSDC	CP050301.1	3180795	3182759	-	QND53455.1	hypothetical protein	Phyllobacterium sp. 628	628	GCA_014189505.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
96329889	RefSeq	NC_028659.1	37540	39501	-	YP_009187666.1	colanic acid degradation	Klebsiella phage vB_KpnM_KB57		GCF_001470815.1
96329889	INSDC	KT934943.1	37540	39501	-	ALM02446.1	putative colanic acid biosynthesis protein WcaM	Klebsiella phage vB_KpnM_KB57		GCA_001470815.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
118651861	INSDC	KX507045.1	24597	26555	-	AOQ26708.1	hemagglutinin	Vibrio phage 2E1		GCA_002611765.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
344561478	INSDC	JACDEF010000007.1	10926	12875	-	MBA3673487.1	hypothetical protein	Chitinophagaceae bacterium		GCA_013816565.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
230257745	INSDC	MK380014.1	41700	43646	+	QAU05505.1	hypothetical protein	Klebsiella phage K1-ULIP33		GCA_005892785.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
48816805	RefSeq	NC_025436.1	79058	81007	+	YP_009100442.1	hypothetical protein	Shewanella sp. phage 1/4		GCF_000925035.1
48816805	INSDC	KJ018209.1	79058	81007	+	AHK11247.1	hypothetical protein	Shewanella sp. phage 1/4		GCA_000925035.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
261519709	INSDC	MK892565.1	49323	51281	-	QDP50310.1	putative pectate lyase superfamily protein	Prokaryotic dsDNA virus sp.		GCA_009653175.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
333593166	RefSeq	NZ_JABXXQ010000186.1	3189	5147	-	WP_176624312.1	hypothetical protein	Endobacter medicaginis	LMG 26838	GCF_013376135.1
333593166	RefSeq	NZ_JACHXV010000006.1	218136	220094	+	WP_176624312.1	hypothetical protein	Endobacter medicaginis	CECT 8088	GCF_014192375.1
333593166	RefSeq	NZ_JAPKXM010000002.1	158457	160415	+	WP_176624312.1	hypothetical protein	Endobacter medicaginis	M1MS02	GCF_026341395.1
333593166	INSDC	JACHXV010000006.1	218136	220094	+	MBB3174231.1	hypothetical protein	Endobacter medicaginis	CECT 8088	GCA_014192375.1
333593166	INSDC	JAPKXM010000002.1	158457	160415	+	MCX5474275.1	hypothetical protein	Endobacter medicaginis	M1MS02	GCA_026341395.1
333593166	INSDC	JABXXQ010000186.1	3189	5147	-	NVN30626.1	hypothetical protein	Endobacter medicaginis	LMG 26838	GCA_013376135.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
321567659	INSDC	LR796199.1	33283	35235	+	CAB4126896.1	Pectate lyase superfamily protein	uncultured Caudovirales phage		GCA_902983655.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
110941147	RefSeq	NZ_LXEP01000033.1	35170	37074	+	WP_064518079.1	hypothetical protein	Buttiauxella gaviniae ATCC 51604	ATCC 51604	GCF_001654835.1
110941147	INSDC	LXEP01000033.1	35170	37074	+	OAT18025.1	hypothetical protein	Buttiauxella gaviniae ATCC 51604	ATCC 51604	GCA_001654835.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
462332121	INSDC	BK032531.1	10703	12580	+	DAF46117.1	Pectate lyase	Podoviridae sp. ctEmK1		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
477064423	RefSeq	NZ_CP080491.1	525763	527637	-	WP_220173891.1	right-handed parallel beta-helix repeat-containing protein	Microbacterium sp. Se5.02b	Se5.02b	GCF_019464375.1
477064423	INSDC	CP080491.1	525763	527637	-	QYM64796.1	right-handed parallel beta-helix repeat-containing protein	Microbacterium sp. Se5.02b	Se5.02b	GCA_019464375.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
170410683	RefSeq	NC_042087.1	19098	20972	+	YP_009620374.1	tail protein	Corynebacterium phage Zion		GCF_002956495.1
170410683	INSDC	MG198778.1	19100	20974	+	ATW58647.1	hypothetical protein	Corynebacterium phage PotatoChip		GCA_002956485.1
170410683	INSDC	MG198780.1	19098	20972	+	ATW58822.1	hypothetical protein	Corynebacterium phage Zion		GCA_002956495.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
206745511	INSDC	DOES01000045.1	159	2018	+	HBO49440.1	hypothetical protein	Alphaproteobacteria bacterium		GCA_003532335.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
176256383	INSDC	MG592490.1	16524	18389	+	AUR88638.1	pectate lyase superfamily protein	Vibrio phage 1.116.O._10N.222.52.C10		GCA_003927955.1
176256383	INSDC	MG592539.1	16525	18390	+	AUR92436.1	pectate lyase superfamily protein	Vibrio phage 1.172.O._10N.261.52.F5		GCA_003928895.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
110894246	INSDC	LXWU02000002.1	86250	88118	-	RRJ97342.1	right-handed parallel beta-helix repeat-containing protein	Opitutaceae bacterium TAV4	TAV4	GCA_001653825.2
110894246	INSDC	LXWT02000001.1	38109	39977	-	RRK01737.1	right-handed parallel beta-helix repeat-containing protein	Opitutaceae bacterium TAV3	TAV3	GCA_001653815.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
261535234	INSDC	MK892844.1	8832	10700	-	QDP67234.1	hypothetical protein	Prokaryotic dsDNA virus sp.		GCA_009658955.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
294509563	RefSeq	NZ_CP043865.1	2695068	2696954	-	WP_161985584.1	glycosyl hydrolase family 28-related protein	Enterococcus faecium	ME3	GCF_009937865.1
294509563	RefSeq	NZ_JAJAOK010000001.1	2695068	2696954	-	WP_161985584.1	glycosyl hydrolase family 28-related protein	Enterococcus faecium	QAUEFNN4	GCF_022509525.1
294509563	INSDC	JAJAOK010000001.1	2695068	2696954	-	MCH5412591.1	glycoside hydrolase family 55 protein	Enterococcus faecium	QAUEFNN4	GCA_022509525.1
294509563	INSDC	CP043865.1	2695068	2696954	-	QHQ49112.1	hypothetical protein	Enterococcus faecium	ME3	GCA_009937865.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
121129687	RefSeq	NZ_DNES01000046.1	37140	39035	+	WP_290964015.1	YqaJ viral recombinase family protein	Hydrogenophaga sp.		GCF_003487745.1
121129687	RefSeq	NZ_DONA01000003.1	46683	48578	-	WP_290964015.1	YqaJ viral recombinase family protein	Hydrogenophaga sp.		GCF_003509765.1
121129687	INSDC	DNES01000046.1	37140	39035	+	HAX23087.1	Heme peroxidase	Hydrogenophaga sp.		GCA_003487745.1
121129687	INSDC	DONA01000003.1	46683	48578	-	HBU17048.1	Heme peroxidase	Hydrogenophaga sp.		GCA_003509765.1
121129687	INSDC	MERS01000004.1	209802	211697	+	OGA78800.1	hypothetical protein	Burkholderiales bacterium GWE1_65_30		GCA_001770695.1
121129687	INSDC	MERT01000028.1	209799	211694	+	OGA89372.1	hypothetical protein	Burkholderiales bacterium GWF1_66_17		GCA_001770705.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
31190653	RefSeq	NC_019420.1	22934	24829	-	YP_006990465.1	tail spike protein	Edwardsiella phage KF-1		GCF_000900595.1
31190653	INSDC	AB757800.1	22934	24829	-	BAM63083.1	putative tailspike protein	Edwardsiella phage KF-1		GCA_000900595.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
217831450	INSDC	MK072243.1	73202	75094	+	AYV80445.1	hypothetical protein	Harvfovirus sp.		GCA_003814125.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
327447191	INSDC	JABMRR010000090.1	889	2283	+	NQU07247.1	hypothetical protein	Candidatus Abyssubacteria bacterium		GCA_013202405.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
268158143	INSDC	MK813942.1	26153	28057	+	QEG08969.1	hypothetical protein	Aeromonas phage 4_4512		GCA_008215145.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
112144217	RefSeq	NC_042047.1	80513	82411	+	YP_009616013.1	tail fiber protein	Serratia phage vB_Sru_IME250		GCF_002745835.1
112144217	INSDC	KX147096.1	80513	82411	+	ANM47212.1	tail fibers protein	Serratia phage vB_Sru_IME250		GCA_002745835.1
112144217	INSDC	KY073123.1	80513	82411	+	APD20120.1	tail fibers protein	Serratia phage vB_Sru_IME250		GCA_002745855.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
267784615	INSDC	SSEM01000350.1	1659	3557	-	TXH49551.1	hypothetical protein	Desulfurellales bacterium		GCA_008012355.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
243989553	RefSeq	NZ_SRUW01000008.1	216613	218505	+	WP_135866709.1	hypothetical protein	Mesorhizobium sp. M8A.F.Ca.ET.213.01.1.1	M8A.F.Ca.ET.213.01.1.1	GCF_004791755.1
243989553	RefSeq	NZ_SRUZ01000008.1	216613	218505	+	WP_135866709.1	hypothetical protein	Mesorhizobium sp. M8A.F.Ca.ET.218.01.1.1	M8A.F.Ca.ET.218.01.1.1	GCF_004791165.1
243989553	INSDC	SRUZ01000008.1	216613	218505	+	TGP88933.1	hypothetical protein	Mesorhizobium sp. M8A.F.Ca.ET.218.01.1.1	M8A.F.Ca.ET.218.01.1.1	GCA_004791165.1
243989553	INSDC	SRUW01000008.1	216613	218505	+	TGT16093.1	hypothetical protein	Mesorhizobium sp. M8A.F.Ca.ET.213.01.1.1	M8A.F.Ca.ET.213.01.1.1	GCA_004791755.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
217137455	RefSeq	NC_055773.1	19557	21446	+	YP_010099101.1	hypothetical protein	Gordonia phage Ailee		GCF_003723475.1
217137455	INSDC	MH976507.1	19557	21446	+	AYR02494.1	hypothetical protein	Gordonia phage Ailee		GCA_003723475.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
231189834	RefSeq	NZ_SBLB01000001.1	286751	288640	-	WP_129599319.1	hypothetical protein	Spirosoma sordidisoli	TY50	GCF_004138325.1
231189834	INSDC	SBLB01000001.1	286751	288640	-	RYC70848.1	hypothetical protein	Spirosoma sordidisoli	TY50	GCA_004138325.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
213549718	INSDC	QMSJ01000175.1	1	1891	+	RLF14569.1	hypothetical protein	Thermoprotei archaeon		GCA_003649625.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
188729698	INSDC	MH153812.1	30665	32554	+	AWN04415.1	hypothetical protein	Rhodococcus phage Grayson		GCA_003183125.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
30984403	RefSeq	NC_042061.1	94530	96422	-	YP_009617753.1	tail protein	Salmonella phage STML-13-1		GCF_002829325.1
30984403	INSDC	JX181828.1	94530	96422	-	AFU64267.1	hypothetical protein	Salmonella phage STML-13-1		GCA_002829325.1
30984403	INSDC	AAFRBO010000009.1	55103	56995	+	EBI9227098.1	hypothetical protein	Salmonella enterica	PNUSAS041064	GCA_006577045.1
30984403	INSDC	AAMVXR010000013.1	3702	5594	+	EDL7894783.1	hypothetical protein	Salmonella enterica subsp. enterica serovar Typhimurium	OH-17-19345	GCA_009532675.1
30984403	INSDC	ON169962.1	88992	90884	+	UQS93042.1	hypothetical protein	Salmonella phage BRM 13313		GCA_024751995.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
237436906	INSDC	MK500468.1	15723	17687	-	QBK90188.1	uncharacterized protein	Pithovirus LCPAC102		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
261524790	INSDC	MK892658.1	39624	41684	-	QDP55738.1	hypothetical protein	Prokaryotic dsDNA virus sp.		GCA_009655235.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
