Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP
A0A432QNW6,QNYH01000148,138.0,14.4,1.0,0.0004472,124.0,163.0,128.0,0.7852760736196319,Desulfurobacterium sp.,2004706.0,AFDB50,FoldSeek,ABV
A0A2E0VVT1,PAAY01000080,150.0,14.0,1.0,0.0004472,135.0,163.0,130.0,0.7975460122699386,Saprospirales bacterium,2026790.0,AFDB50,FoldSeek,ABV
A0A259DJ39,NCHW01000313,190.0,12.6,1.0,0.0004472,133.0,163.0,133.0,0.8159509202453987,Rhodobacterales bacterium 17-64-5,1970556.0,AFDB50,FoldSeek,ABV
A0A3M0Y5E2,RFLS01000299,180.0,9.4,1.0,0.0004472,136.0,163.0,143.0,0.8773006134969326,Candidatus Parcubacteria bacterium,2762014.0,AFDB50,FoldSeek,ABV
A0A212QZT0,FYEH01000004,212.0,17.4,1.0,0.0004472,112.0,163.0,143.0,0.8773006134969326,Arboricoccus pini,1963835.0,AFDB50,FoldSeek,ABV
A0A850I7L6,CP147717,187.0,12.2,1.0,0.0004472,123.0,163.0,147.0,0.901840490797546,Bradyrhizobium sp. 2S1,1404429.0,AFDB50,FoldSeek,ABV
A0A6I4YMF7,WVHP01000004,515.0,10.6,1.0,0.0004673,110.0,559.0,387.0,0.6923076923076923,Saccharibacter sp. EH611,2689391.0,AFDB50,FoldSeek,GC1
A0A6J7XFP9,LR797056,453.0,13.9,1.0,0.0004673,113.0,559.0,405.0,0.7245080500894454,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7XFP9,LR797433,453.0,13.9,1.0,0.0004673,113.0,559.0,405.0,0.7245080500894454,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A6J7XFP9,LR798410,453.0,13.9,1.0,0.0004673,113.0,559.0,405.0,0.7245080500894454,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,GC1
A0A1B7HQU9,LXEP01000033,630.0,9.2,1.0,0.0004673,118.0,559.0,496.0,0.8872987477638641,Buttiauxella gaviniae ATCC 51604,1354253.0,AFDB50,FoldSeek,GC1
A0A516MMR6,MK892849,627.0,9.8,0.998,0.0004673,94.0,559.0,526.0,0.9409660107334524,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A516LPQ2,MK892661,644.0,9.6,0.998,0.0004673,94.0,559.0,530.0,0.9481216457960644,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A8S5QC64,BK015621,631.0,10.7,0.992,0.0004673,85.0,559.0,465.0,0.8318425760286225,Siphoviridae sp. ctvdw32,2825723.0,BFVD,FoldSeek,GC1
A0A345N3P4,MH617769,185.0,12.9,1.0,0.0004697,104.0,163.0,142.0,0.8711656441717791,Caudoviricetes sp.,2170413.0,BFVD,FoldSeek,ABV
A0A6J5LE83,LR796245,168.0,11.9,0.996,0.0004697,89.0,163.0,160.0,0.98159509202454,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A850BK25,JABWBE010000690,137.0,13.8,1.0,0.0004773,114.0,163.0,124.0,0.7607361963190185,Polyangiaceae bacterium,2268199.0,AFDB50,FoldSeek,ABV
D4P7L9,GU580942,480.0,10.2,1.0,0.0004888,114.0,559.0,374.0,0.669051878354204,Rhodococcus phage ReqiPoco6,691964.0,BFVD,FoldSeek,GC1
M4QBF1,KC579452,552.0,15.0,0.993,0.0004888,86.0,559.0,473.0,0.8461538461538461,Escherichia phage phiKP26,2886927.0,BFVD,FoldSeek,GC1
A2VDX7,DAAA02009128,246.0,10.5,1.0,0.0005059,121.0,163.0,132.0,0.8098159509202454,Bos taurus,9913.0,AFDB-SwissProt,FoldSeek,ABV
A2VDX7,BC133457,246.0,10.5,1.0,0.0005059,121.0,163.0,132.0,0.8098159509202454,Bos taurus,9913.0,AFDB-SwissProt,FoldSeek,ABV
A0A6C0KVV9,MN740992,132.0,15.1,1.0,0.0005095,122.0,163.0,124.0,0.7607361963190185,viral metagenome,1070528.0,AFDB50,FoldSeek,ABV
J4K7G3,ALJM01000044,152.0,14.4,1.0,0.0005095,114.0,163.0,129.0,0.7914110429447853,Peptostreptococcaceae bacterium AS15,936556.0,AFDB50,FoldSeek,ABV
E1QS72,CP002100,174.0,13.2,1.0,0.0005095,122.0,163.0,147.0,0.901840490797546,Vulcanisaeta distributa DSM 14429,572478.0,AFDB50,FoldSeek,ABV
A0A843GWF9,JAGCBE010000540,292.0,17.4,1.0,0.000511,115.0,266.0,254.0,0.9548872180451128,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,phi29
A0A843HR60,JAGCAI010000547,644.0,10.7,1.0,0.0005113,131.0,559.0,506.0,0.9051878354203936,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,GC1
A0A5R8Q7M0,VBTZ01000014,400.0,13.2,0.999,0.0005113,97.0,559.0,350.0,0.6261180679785331,Methylocystis sp. B8,544938.0,AFDB50,FoldSeek,GC1
A0A6B7SIZ1,MN512538,559.0,10.9,0.998,0.0005113,94.0,559.0,421.0,0.7531305903398927,Vibrio phage Seahorse,2662136.0,BFVD,FoldSeek,GC1
P43212,D37765,484.0,11.1,0.999,0.0005215,98.0,559.0,404.0,0.7227191413237924,Cryptomeria japonica,3369.0,AFDB-SwissProt,FoldSeek,GC1
P43212,D29772,484.0,11.1,0.999,0.0005215,98.0,559.0,404.0,0.7227191413237924,Cryptomeria japonica,3369.0,AFDB-SwissProt,FoldSeek,GC1
A0A3B8IWX7,DLUS01000174,432.0,11.8,1.0,0.0005348,160.0,559.0,389.0,0.6958855098389982,Cytophagales bacterium,2053541.0,AFDB50,FoldSeek,GC1
A0A3B8IWX7,DLUT01000389,432.0,11.8,1.0,0.0005348,160.0,559.0,389.0,0.6958855098389982,Cytophagales bacterium,2053541.0,AFDB50,FoldSeek,GC1
A0A5Q4G1Q9,REEQ01000210,678.0,8.9,1.0,0.0005348,107.0,559.0,520.0,0.9302325581395348,Wenzhouxiangellaceae bacterium,2448046.0,AFDB50,FoldSeek,GC1
A0A0K0VLS5,KR262148,653.0,12.2,0.978,0.0005348,78.0,559.0,530.0,0.9481216457960644,Klebsiella phage KLPN1,1647408.0,BFVD,FoldSeek,GC1
D6PGE2,GU943044,139.0,13.6,1.0,0.0005351,104.0,163.0,119.0,0.7300613496932515,uncultured phage MedDCM-OCT-S12-C102,743596.0,BFVD,FoldSeek,ABV
A0A5Q2W084,MK994522,182.0,13.7,1.0,0.0005351,104.0,163.0,150.0,0.9202453987730062,Methanobacterium virus PhiF1,2609788.0,BFVD,FoldSeek,ABV
A0A6J5RIL8,LR797193,190.0,14.7,1.0,0.0005351,123.0,163.0,156.0,0.9570552147239264,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A1V0SKN3,KY684111,108.0,21.2,0.981,0.0005351,79.0,163.0,108.0,0.6625766871165644,Klosneuvirus KNV1,1977640.0,BFVD,FoldSeek,ABV
A0A0P0XNS4,AP014965,526.0,8.9,1.0,0.0005366,101.0,559.0,407.0,0.7280858676207513,Oryza sativa Japonica Group,39947.0,AFDB-Proteome,FoldSeek,GC1
Q9CXP9,AK014134,245.0,11.0,1.0,0.0005399,118.0,163.0,131.0,0.803680981595092,Mus musculus,10090.0,AFDB-SwissProt,FoldSeek,ABV
Q9CXP9,AL606904,245.0,11.0,1.0,0.0005399,118.0,163.0,131.0,0.803680981595092,Mus musculus,10090.0,AFDB-SwissProt,FoldSeek,ABV
Q9CXP9,BC023360,245.0,11.0,1.0,0.0005399,118.0,163.0,131.0,0.803680981595092,Mus musculus,10090.0,AFDB-SwissProt,FoldSeek,ABV
A0A0U5F0N2,LN609302,124.0,14.5,1.0,0.0005438,117.0,163.0,113.0,0.6932515337423313,Acetobacter ghanensis,431306.0,AFDB50,FoldSeek,ABV
A0A348FZE1,AP018907,146.0,13.0,1.0,0.0005438,129.0,163.0,115.0,0.7055214723926381,Blastochloris tepida,2233851.0,AFDB50,FoldSeek,ABV
A0A7Y5CVX0,JABWCA010000004,137.0,13.1,1.0,0.0005438,125.0,163.0,120.0,0.7361963190184049,Ignavibacteriaceae bacterium,2651163.0,AFDB50,FoldSeek,ABV
A0A2E2D771,PAJP01000009,159.0,16.9,1.0,0.0005438,119.0,163.0,129.0,0.7914110429447853,Methylophaga sp.,2024840.0,AFDB50,FoldSeek,ABV
A0A2E0VZ61,PAAX01000005,148.0,15.5,1.0,0.0005438,117.0,163.0,130.0,0.7975460122699386,Ignavibacteriae bacterium,2026749.0,AFDB50,FoldSeek,ABV
E4RQA3,CP002305,156.0,12.8,1.0,0.0005438,122.0,163.0,132.0,0.8098159509202454,Leadbetterella byssophila DSM 17132,649349.0,AFDB50,FoldSeek,ABV
A0A0A2FS50,JQJB01000013,148.0,14.8,1.0,0.0005438,116.0,163.0,134.0,0.8220858895705522,Porphyromonas crevioricanis,393921.0,AFDB50,FoldSeek,ABV
A0A840HZX6,JACHOB010000001,206.0,12.6,1.0,0.0005438,125.0,163.0,136.0,0.8343558282208589,Parvularcula dongshanensis,1173995.0,AFDB50,FoldSeek,ABV
A0A2D6I2L2,NZAL01000070,206.0,11.6,1.0,0.0005438,123.0,163.0,144.0,0.8834355828220859,Micrococcales bacterium,2026762.0,AFDB50,FoldSeek,ABV
A0A7C1LZ54,DRFP01000366,172.0,13.9,1.0,0.0005438,129.0,163.0,156.0,0.9570552147239264,Candidatus Aminicenantes bacterium,2052149.0,AFDB50,FoldSeek,ABV
A0A286IJ86,LT907983,183.0,15.8,1.0,0.0005438,112.0,163.0,156.0,0.9570552147239264,Cytophagales bacterium TFI 002,1945892.0,AFDB50,FoldSeek,ABV
A0A430SFE2,PELZ01000187,168.0,14.2,1.0,0.0005438,127.0,163.0,162.0,0.9938650306748468,Thermus scotoductus,37636.0,AFDB50,FoldSeek,ABV
A0A2I7QSH9,MG592434,463.0,12.0,1.0,0.0005594,126.0,559.0,414.0,0.740608228980322,Vibrio phage 1.054.O._10N.261.52.A1,1881382.0,BFVD,FoldSeek,GC1
A0A516MM40,MK892844,443.0,12.6,0.998,0.0005594,95.0,559.0,397.0,0.7101967799642218,Prokaryotic dsDNA virus sp.,2591644.0,BFVD,FoldSeek,GC1
A0A481Z555,MK500468,601.0,10.8,0.994,0.0005594,87.0,559.0,444.0,0.7942754919499105,Pithovirus LCPAC102,2506587.0,BFVD,FoldSeek,GC1
K0ETY9,CP003876,474.0,11.3,1.0,0.0005612,106.0,559.0,432.0,0.7728085867620751,Nocardia brasiliensis ATCC 700358,1133849.0,AFDB-Proteome,FoldSeek,GC1
O04474,AC001229,449.0,12.6,0.999,0.0005612,96.0,559.0,387.0,0.6923076923076923,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
O04474,DQ446397,449.0,12.6,0.999,0.0005612,96.0,559.0,387.0,0.6923076923076923,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
O04474,CP002684,449.0,12.6,0.999,0.0005612,96.0,559.0,387.0,0.6923076923076923,Arabidopsis thaliana,3702.0,AFDB-Proteome,FoldSeek,GC1
A0A481Z608,MK500505,136.0,18.3,0.999,0.0005711,98.0,163.0,120.0,0.7361963190184049,Pithovirus LCPAC201,2506591.0,BFVD,FoldSeek,ABV
A0A8S5RT90,BK059154,160.0,15.6,0.999,0.0005711,96.0,163.0,125.0,0.7668711656441718,Siphoviridae sp. gcode 4,2838368.0,BFVD,FoldSeek,ABV
A0A481YS92,MK500328,105.0,19.0,0.998,0.0005711,93.0,163.0,92.0,0.5644171779141104,Marseillevirus LCMAC101,2506602.0,BFVD,FoldSeek,ABV
P15032,U00096,142.0,12.6,1.0,0.0005763,115.0,163.0,119.0,0.7300613496932515,Escherichia coli K-12,83333.0,AFDB-SwissProt,FoldSeek,ABV
P15032,AP009048,142.0,12.6,1.0,0.0005763,115.0,163.0,119.0,0.7300613496932515,Escherichia coli K-12,83333.0,AFDB-SwissProt,FoldSeek,ABV
P15032,M24905,142.0,12.6,1.0,0.0005763,115.0,163.0,119.0,0.7300613496932515,Escherichia coli K-12,83333.0,AFDB-SwissProt,FoldSeek,ABV
P15032,X55956,142.0,12.6,1.0,0.0005763,115.0,163.0,119.0,0.7300613496932515,Escherichia coli K-12,83333.0,AFDB-SwissProt,FoldSeek,ABV
P15032,L23927,142.0,12.6,1.0,0.0005763,115.0,163.0,119.0,0.7300613496932515,Escherichia coli K-12,83333.0,AFDB-SwissProt,FoldSeek,ABV
A0A1G9U394,FNHZ01000001,115.0,12.1,1.0,0.0005804,129.0,163.0,102.0,0.6257668711656442,Lachnospira pectinoschiza,28052.0,AFDB50,FoldSeek,ABV
A0A5C2FIG8,CP043624,127.0,14.9,1.0,0.0005804,125.0,163.0,113.0,0.6932515337423313,Glutamicibacter sp. ZJUTW,1155384.0,AFDB50,FoldSeek,ABV
A0A101VTZ5,LOEU01000025,144.0,13.1,1.0,0.0005804,114.0,163.0,121.0,0.7423312883435583,bacterium BRH_c32,1734400.0,AFDB50,FoldSeek,ABV
W4PEV4,BAIR01000006,127.0,15.7,1.0,0.0005804,140.0,163.0,126.0,0.7730061349693251,Bacteroides pyogenes DSM 20611 = JCM 6294,1121100.0,AFDB50,FoldSeek,ABV
M4VEN3,CP003538,151.0,9.9,1.0,0.0005804,107.0,163.0,130.0,0.7975460122699386,Micavibrio aeruginosavorus EPB,349215.0,AFDB50,FoldSeek,ABV
A0A520KAC8,RXIG01000021,160.0,12.5,1.0,0.0005804,123.0,163.0,132.0,0.8098159509202454,archaeon,1906665.0,AFDB50,FoldSeek,ABV
A0A2D7D8M2,NZGU01000021,202.0,12.3,1.0,0.0005804,120.0,163.0,136.0,0.8343558282208589,Kiritimatiellaceae bacterium,2026752.0,AFDB50,FoldSeek,ABV
A0A031LKU7,JFZT01000068,156.0,12.8,1.0,0.0005804,122.0,163.0,145.0,0.8895705521472392,Candidatus Acidianus copahuensis,1160895.0,AFDB50,FoldSeek,ABV
A0A4V3IVS8,SOHO01000022,162.0,11.1,1.0,0.0005804,113.0,163.0,147.0,0.901840490797546,Cryobacterium sp. Sr8,1259203.0,AFDB50,FoldSeek,ABV
A0A7V7CXE6,DUZC01000265,159.0,15.7,1.0,0.0005804,115.0,163.0,148.0,0.9079754601226994,Rhodospirillaceae bacterium,1898112.0,AFDB50,FoldSeek,ABV
A0A4S4FMD4,SSSN01000014,524.0,10.6,1.0,0.0005852,122.0,559.0,384.0,0.6869409660107334,Glaciibacter flavus,2565934.0,AFDB50,FoldSeek,GC1
A0A6A2FBN9,WBUH01000008,464.0,10.1,1.0,0.0005852,119.0,559.0,402.0,0.7191413237924866,Bacteroidetes bacterium,2507565.0,AFDB50,FoldSeek,GC1
W8JYV1,KJ174317,578.0,9.5,1.0,0.0005852,107.0,559.0,527.0,0.9427549194991056,Salmonella phage vB-SalM-SJ2,1458849.0,BFVD,FoldSeek,GC1
A0A088C4L4,KJ018209,605.0,9.4,0.997,0.0005852,92.0,559.0,482.0,0.8622540250447227,Shewanella sp. phage 1/4,1458859.0,BFVD,FoldSeek,GC1
A0A7Y5Q1H7,JABWBS010000009,576.0,10.2,0.997,0.0005852,92.0,559.0,483.0,0.8640429338103757,Armatimonadetes bacterium,2033014.0,AFDB50,FoldSeek,GC1
A0A843GVV8,JAGCBE010000503,283.0,16.6,1.0,0.0006091,149.0,274.0,257.0,0.937956204379562,Methanobrevibacter sp.,66852.0,AFDB50,FoldSeek,ctnWS46
A0A2I6UHC8,MF580962,191.0,12.5,1.0,0.0006095,106.0,163.0,152.0,0.9325153374233128,Salinibacter virus M31CR41-3,2041860.0,BFVD,FoldSeek,ABV
A0A1Q1PMX2,KX066233,102.0,14.7,0.998,0.0006095,93.0,163.0,92.0,0.5644171779141104,Noumeavirus,1955558.0,BFVD,FoldSeek,ABV
A0A6J5MZ36,LR796544,116.0,15.5,0.992,0.0006095,85.0,163.0,95.0,0.5828220858895705,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A1V1W3C9,BDJG01000022,731.0,10.3,0.999,0.0006121,97.0,559.0,514.0,0.9194991055456172,Nocardioides sp. PD653,393303.0,AFDB50,FoldSeek,GC1
A0A523WCT0,SOJA01000111,530.0,8.1,0.998,0.0006121,95.0,559.0,466.0,0.8336314847942755,Candidatus Bathyarchaeota archaeon,2026714.0,AFDB50,FoldSeek,GC1
Q84ZN9,AP014963,506.0,10.0,0.996,0.0006141,89.0,559.0,429.0,0.7674418604651163,Oryza sativa Japonica Group,39947.0,AFDB-Proteome,FoldSeek,GC1
Q84ZN9,CM000144,506.0,10.0,0.996,0.0006141,89.0,559.0,429.0,0.7674418604651163,Oryza sativa Japonica Group,39947.0,AFDB-Proteome,FoldSeek,GC1
A0A356FWA2,DOEW01000060,123.0,17.0,1.0,0.0006194,117.0,163.0,112.0,0.6871165644171779,Alphaproteobacteria bacterium,1913988.0,AFDB50,FoldSeek,ABV
A0A4Q0B1G0,SCKY01000001,117.0,17.0,1.0,0.0006194,157.0,163.0,116.0,0.7116564417177914,Hydrotalea sp. AMD,2501297.0,AFDB50,FoldSeek,ABV
A0A3N5W1B7,RPPI01000046,138.0,18.1,1.0,0.0006194,117.0,163.0,123.0,0.754601226993865,Chloroflexi bacterium,2026724.0,AFDB50,FoldSeek,ABV
A0A7H5FKZ0,MUEJ01000025,199.0,15.5,1.0,0.0006194,128.0,163.0,141.0,0.8650306748466258,Cobetia sp. MM1IDA2H-1,1268241.0,AFDB50,FoldSeek,ABV
A0A544Z6K7,VIRJ01000032,217.0,12.9,1.0,0.0006194,120.0,163.0,146.0,0.8957055214723927,Microbispora sp. KK1-11,2053005.0,AFDB50,FoldSeek,ABV
A0A352NZ68,DNNM01000223,236.0,10.5,1.0,0.0006194,129.0,163.0,156.0,0.9570552147239264,Clostridium sp.,1506.0,AFDB50,FoldSeek,ABV
A0A7V6GKM1,DUQM01000036,179.0,15.0,1.0,0.0006194,112.0,163.0,163.0,1.0,Actinomycetia bacterium,1883427.0,AFDB50,FoldSeek,ABV
A0A7X2LXY1,WKKI01000003,508.0,10.0,1.0,0.0006403,132.0,559.0,399.0,0.7137745974955277,Metabacillus lacus,1983721.0,AFDB50,FoldSeek,GC1
A0A2I7RNJ3,MG592573,478.0,10.2,1.0,0.0006403,115.0,559.0,401.0,0.7173524150268337,Vibrio phage 1.202.O._10N.222.45.E8,1881262.0,BFVD,FoldSeek,GC1
A0A8S5SZU9,BK032721,610.0,9.6,0.993,0.0006403,86.0,559.0,524.0,0.9373881932021468,Myoviridae sp. ctWb16,2827690.0,BFVD,FoldSeek,GC1
A0A1V0SET7,KY684103,122.0,19.6,1.0,0.0006506,101.0,163.0,119.0,0.7300613496932515,Hokovirus HKV1,1977638.0,BFVD,FoldSeek,ABV
A0Q5Y6,CP000439,171.0,12.8,1.0,0.0006565,127.0,163.0,141.0,0.8650306748466258,Francisella tularensis subsp. novicida U112,401614.0,AFDB-SwissProt,FoldSeek,ABV
G7V723,CP003096,149.0,14.0,1.0,0.0006611,115.0,163.0,123.0,0.754601226993865,Thermovirga lienii DSM 17291,580340.0,AFDB50,FoldSeek,ABV
A0A3D4MKV9,DQFW01000057,190.0,16.8,1.0,0.0006611,120.0,163.0,135.0,0.8282208588957055,Acholeplasmatales bacterium,2053494.0,AFDB50,FoldSeek,ABV
A0A2D6TUB8,NZDE01000012,151.0,12.5,1.0,0.0006611,112.0,163.0,137.0,0.8404907975460123,Alphaproteobacteria bacterium,1913988.0,AFDB50,FoldSeek,ABV
F9ZNW0,CP002573,151.0,13.9,1.0,0.0006611,124.0,163.0,139.0,0.852760736196319,Acidithiobacillus caldus SM-1,990288.0,AFDB50,FoldSeek,ABV
A0A1I3V0H4,FORX01000009,232.0,13.3,1.0,0.0006611,130.0,163.0,145.0,0.8895705521472392,Desulfomicrobium apsheronum,52560.0,AFDB50,FoldSeek,ABV
A0A418RCX4,QYCQ01000052,171.0,13.4,1.0,0.0006611,116.0,163.0,163.0,1.0,Deinococcus sp. RM,2316359.0,AFDB50,FoldSeek,ABV
A0A351D2Q5,DNHK01000407,194.0,13.4,0.998,0.0006611,94.0,163.0,147.0,0.901840490797546,Gammaproteobacteria bacterium,1913989.0,AFDB50,FoldSeek,ABV
A0A0P0WHF9,AP014961,244.0,8.1,1.0,0.0006619,118.0,163.0,131.0,0.803680981595092,Oryza sativa Japonica Group,39947.0,AFDB-Proteome,FoldSeek,ABV
A0A6G5Y4M6,MN855768,498.0,11.2,1.0,0.0006698,125.0,559.0,420.0,0.7513416815742398,Caudoviricetes sp.,2170413.0,BFVD,FoldSeek,GC1
A0A513QBK3,MK509462,513.0,9.5,1.0,0.0006698,110.0,559.0,420.0,0.7513416815742398,Shigella phage MK-13,2530042.0,BFVD,FoldSeek,GC1
I7DMU2,JX194239,513.0,11.5,0.996,0.0006698,90.0,559.0,394.0,0.7048300536672629,Staphylococcus phage SA11,2927988.0,BFVD,FoldSeek,GC1
A0A482N4I2,MK373793,134.0,8.9,1.0,0.0006944,111.0,163.0,113.0,0.6932515337423313,Escherichia phage vB_EcoS_MM01,2508188.0,BFVD,FoldSeek,ABV
A0A6J5RXV3,LR797252,150.0,14.6,1.0,0.0006944,108.0,163.0,129.0,0.7914110429447853,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A059PY90,KF356198,188.0,12.2,1.0,0.0006944,116.0,163.0,147.0,0.901840490797546,Anabaena phage A-4L,1357732.0,BFVD,FoldSeek,ABV
A0A6G4R0K0,JAAKGT010000009,493.0,8.9,1.0,0.0007006,135.0,559.0,397.0,0.7101967799642218,Caulobacter sp. 602-2,2710887.0,AFDB50,FoldSeek,GC1
A0A6G5P4E0,MK574011,630.0,10.0,1.0,0.0007006,105.0,559.0,509.0,0.9105545617173524,Edwardsiella phage ETP-1,2544920.0,BFVD,FoldSeek,GC1
A0A2V8EGK5,QHWK01000412,430.0,14.1,0.998,0.0007006,93.0,559.0,390.0,0.6976744186046512,Acidobacteria bacterium,1978231.0,AFDB50,FoldSeek,GC1
A0A3G4ZS37,MK072066,554.0,9.2,0.997,0.0007006,92.0,559.0,362.0,0.6475849731663685,Edafosvirus sp.,2487765.0,BFVD,FoldSeek,GC1
A0A7X8BFV1,JAAYUX010000065,145.0,12.4,1.0,0.0007056,128.0,163.0,117.0,0.7177914110429447,Synergistaceae bacterium,2053624.0,AFDB50,FoldSeek,ABV
A0A7C6V012,DULK01000020,153.0,15.0,1.0,0.0007056,103.0,163.0,135.0,0.8282208588957055,Syntrophomonadaceae bacterium,2093811.0,AFDB50,FoldSeek,ABV
A0A7X9QAS3,JAAZPT010000422,184.0,13.0,1.0,0.0007056,107.0,163.0,148.0,0.9079754601226994,Christensenellaceae bacterium,2054177.0,AFDB50,FoldSeek,ABV
A0A094PHM9,JNSF01000005,219.0,12.3,1.0,0.0007056,111.0,163.0,149.0,0.9141104294478528,actinobacterium acAMD-5,1504319.0,AFDB50,FoldSeek,ABV
A0A2P6NW44,MDYQ01000013,198.0,14.6,1.0,0.0007056,107.0,163.0,149.0,0.9141104294478528,Planoprotostelium fungivorum,1890364.0,AFDB50,FoldSeek,ABV
A0A2H6B088,BEIQ01000001,175.0,14.8,0.999,0.0007056,99.0,163.0,135.0,0.8282208588957055,bacterium HR40,2035435.0,AFDB50,FoldSeek,ABV
A0A898KCI8,MW590223,151.0,12.5,1.0,0.0007411,105.0,163.0,127.0,0.7791411042944786,Cellulosimicrobium phage DS1,2812903.0,BFVD,FoldSeek,ABV
A0A6J5ST52,LR797107,160.0,16.2,1.0,0.0007411,101.0,163.0,147.0,0.901840490797546,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5ST52,LR797292,160.0,16.2,1.0,0.0007411,101.0,163.0,147.0,0.901840490797546,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A6J5ST52,LR797469,160.0,16.2,1.0,0.0007411,101.0,163.0,147.0,0.901840490797546,uncultured Caudovirales phage,2100421.0,BFVD,FoldSeek,ABV
A0A7T5UDE4,MW334946,182.0,8.2,0.996,0.0007411,89.0,163.0,143.0,0.8773006134969326,Cyanophage S-2L,260586.0,BFVD,FoldSeek,ABV
A0A7M1RV29,MT774378,156.0,17.3,0.993,0.0007411,86.0,163.0,154.0,0.9447852760736196,uncultured phage cr106_1,2772062.0,BFVD,FoldSeek,ABV
Q57822,L77117,151.0,9.2,0.997,0.0007478,91.0,163.0,134.0,0.8220858895705522,Methanocaldococcus jannaschii DSM 2661,243232.0,AFDB-SwissProt,FoldSeek,ABV
A0A1U7PYD1,FTPU01000029,119.0,18.4,1.0,0.0007531,125.0,163.0,116.0,0.7116564417177914,Epilithonimonas bovis DSM 19482,1121284.0,AFDB50,FoldSeek,ABV
Q895W9,AE015927,146.0,15.7,1.0,0.0007531,101.0,163.0,123.0,0.754601226993865,Clostridium tetani E88,212717.0,AFDB50,FoldSeek,ABV
D5RH42,ADVL01000077,140.0,10.0,1.0,0.0007531,100.0,163.0,126.0,0.7730061349693251,Roseomonas cervicalis ATCC 49957,525371.0,AFDB50,FoldSeek,ABV
A0A3C1PWK0,DMQE01000009,184.0,10.3,1.0,0.0007531,126.0,163.0,127.0,0.7791411042944786,Verrucomicrobiales bacterium,2026801.0,AFDB50,FoldSeek,ABV
A0A7C6GAY7,DURM01000027,147.0,14.9,1.0,0.0007531,136.0,163.0,128.0,0.7852760736196319,Firmicutes bacterium,1879010.0,AFDB50,FoldSeek,ABV
A0A7C5URN7,DRUE01000383,200.0,11.5,1.0,0.0007531,113.0,163.0,133.0,0.8159509202453987,Deltaproteobacteria bacterium,2026735.0,AFDB50,FoldSeek,ABV
A0A7C7ASI9,DURN01000035,143.0,11.8,1.0,0.0007531,110.0,163.0,135.0,0.8282208588957055,Acholeplasmataceae bacterium,1898209.0,AFDB50,FoldSeek,ABV
E3PU94,FP565809,171.0,11.6,1.0,0.0007531,115.0,163.0,136.0,0.8343558282208589,Acetoanaerobium sticklandii DSM 519,499177.0,AFDB50,FoldSeek,ABV
A0A7C3TV09,DTNR01000250,149.0,14.0,1.0,0.0007531,105.0,163.0,137.0,0.8404907975460123,Candidatus Caldatribacterium sp.,2282143.0,AFDB50,FoldSeek,ABV
A0A1B3PKE8,CP016447,178.0,11.7,1.0,0.0007531,133.0,163.0,143.0,0.8773006134969326,Acidovorax sp. RAC01,1842533.0,AFDB50,FoldSeek,ABV
A0A661BC76,QNEF01000112,180.0,16.1,1.0,0.0007531,101.0,163.0,145.0,0.8895705521472392,bacterium,1869227.0,AFDB50,FoldSeek,ABV
A0A7C4RY69,DSZT01000138,163.0,14.7,1.0,0.0007531,109.0,163.0,146.0,0.8957055214723927,Fervidobacterium pennivorans,93466.0,AFDB50,FoldSeek,ABV
A0A7V1GU60,DSLI01000144,403.0,10.6,1.0,0.0007666,113.0,559.0,361.0,0.6457960644007156,bacterium,1869227.0,AFDB50,FoldSeek,GC1
A0A521K7N5,SCVU01000559,429.0,9.7,1.0,0.0007666,111.0,559.0,385.0,0.6887298747763864,Planctomycetota bacterium,2026780.0,AFDB50,FoldSeek,GC1
A0A7G9NU52,CP050848,514.0,12.0,1.0,0.0007666,117.0,559.0,387.0,0.6923076923076923,Planctomycetales bacterium ZRK34,2723666.0,AFDB50,FoldSeek,GC1
A0A0F8YVK6,LAZR01067215,399.0,12.0,1.0,0.0007666,118.0,559.0,393.0,0.7030411449016101,marine sediment metagenome,412755.0,AFDB50,FoldSeek,GC1
A0A223LHV9,MF370964,480.0,13.3,1.0,0.0007666,115.0,559.0,408.0,0.7298747763864043,Pseudoalteromonas phage J2-1,2023998.0,BFVD,FoldSeek,GC1
